DRUG_ID,DRUG_NAME,ID,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_NONSTANDARDBOND,PUBCHEM_OPENEYE_CAN_SMILES,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_TOTAL_CHARGE,PUBCHEM_XLOGP3,PUBCHEM_XLOGP3_AA,ROMol,cdk:Remark,cdk:Title
w1,Hexachlorophene,3598,0,0,"10  12  8
10  14  8
11  13  8
11  15  8
12  17  8
13  16  8
14  18  8
15  19  8
16  20  8
17  21  8
18  21  8
19  20  8",0,0,328,2,2,2,AAADcYBwMAAHAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGgIACAAADAaAmCAwBoAAAgCAAiBCAAACAAAgJUAAikAEC4gIJiKDEhKAcAAkwBEImAeA4OQOACAQIQCJCAQAQCBCARIQCAAAAAAAAA==,5,40.5,1,1,3598,"1
3",405.846945,21,0,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol","InChI=1S/C13H6Cl6O2/c14-6-2-8(16)12(20)4(10(6)18)1-5-11(19)7(15)3-9(17)13(5)21/h2-3,20-21H,1H2",ACGUYXCXAPNIKK-UHFFFAOYSA-N,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol","3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxy-phenyl)methyl]phenol","3,4,6-tris(chloranyl)-2-[[2,3,5-tris(chloranyl)-6-oxidanyl-phenyl]methyl]phenol","3,4,6-trichloro-2-(2,3,5-trichloro-6-hydroxy-benzyl)phenol",C13H6Cl6O2,406.90354,403.849896,,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,0,7.5,,"<img src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAMgAAADICAIAAAAiOjnJAAAGVUlEQVR4nO3dXZabOBRFYdGrZ5T5zyAZE/1ASk0BVglJRz/37m/VQ1bFKZfNjgTYRtu+7wFo7Z/RvwBsIixIEBYkCAsShAUJwoIEYUGCsCBBWJAgLEgQFiQICxKEBQnCggRhQYKwIEFYkCAsSBAWJAgLEv+O/gUktj9b/PP+a4/fjH+GmsGwLgHR0xDWpsJ7RlQ1hLWwMAnCggRhQYKwIGEtrP3Xfj7XEL6fekA3Bk83XNriqHCIjavNQMHaVIhJOA2LHS81p2Hd9/HRltOwAm2J+Q0LUq7DYtDS4XRD2LY2T8K2nU6e8azyFISits4ZHc4/oVWs6/L++KN0CumMCn6geQZf0qlXkBEuXP+vuog9tXpOPA9aro8K7/Z9b5jCvu/3wc8JwvpLNLq4bYuwmtm+XL7vsy123stdckkMeEdbrva3CCuEN/MgZ0EzEdYP8oelNG+DFmE9a37qIThry8vjTOi8sdve3bRXqWDE6q3huDXzVSo43TBAkxMQk1+lwntYfnZ6OmMqHOPVhLjixyRdhzV2uHps69sU+fvrlovEdOY6rM7uGd13tszMy973sWawn7z4V3NfpcLviDXD6avK32Hmq1T4PSYyENbMmAp7MBzQJ07DmmFLz/A76DgN687he/GkCOsv3fs8bY9Mn3gM69OW7vkeYvO1eTndkFmMq7dMSRkNa9tCCOeU7q+c9KnHbabThLVt4bIBLt85DzmPm+p2g8T2TIxMHQYtD7VNE1baPbJ7cy83VYe2PAT0yQo77/fBbN+v41PR9kvsrXOQWGmFsAbx+UHTVmaaCkdsxfSsVzMnOhmZPplpxDpmtPjV725TI1PbcctPbTOFNU7ztvwE9MkKYV121cPT7nyDO2GPqqUVwgpfbcUvzWDQ8CDxcbhyNYw5eqiZEpu/sgxXYS0yYnU05OSWPYT1IN1W2c90NVyFuc5jGeVzkPP13+iVsjEmcSlvV4OWo4da4McU3l4R3k9bXh5nsXMKTRYWcNKWiwdZiYUFCnBUmKX9wgIzfRxegbB+oFpYwPpSiYQFCcIaxvagRVgp6r1sw23ZPzyp4eHwTYQR6yOqqkFYkCAsSBDWM+bBSoQFCd6PNZdpF116i7AejJoHZ1506S2mwllMvujSW4QFCcK64niwCcKCBGF9w3DVCmHNYvJFl97idMNEZl506S1G/v8xDzbEVAgJwoIEYUGCsCBBWJAgLEgQFiQICxKEBQnCggRhQYKwIEFYkCAsSBAWJAgLEoQFCcKCBGFBgrAgQViQICxI9Arrvmbfff3w+IX1zfGB1cv64bLlxNHNBFPhPaNjzXqsbI4Ra7Rj4bi4FDSfh67XMawpB6FLSccfyKtex7Au22l0Z4l6Yl60VczpVJgTDTNjjQnCOnbV00eF7Y4TX7XCzFhsgrDC7TDwvgnjDSq2bnEfzIwFVnuyivJqNeQwdOVbLazDtm3ZG/jVSJNzY/LKsWZYIYSMDfyqgLe5MDOmLf/sPAYhTar+H3qwfFiHslPnTcogr0dGwjrkT0/Na9i+jmotPZ815jjd0JFugDmf9Dp/xydHYfWZs84//29kv7/+6vN1280sUxi5CKttUvkT7vWQ4sPiAJaWKYyMhzXVnvVjLsaWKYwsh8WppoEmeAepDFUNZDksDERYkCCswYwtUxhZ3nlfhaVlCiNTx019DgMf74Uj0AumQkgQFiQICxKEBQnCggRhQYKwIGE5rPObOdGZ5bCOz1aQ1xDGX9Lh4gujWB6xon3f4yfD0IeLsA6tZkZGvhzGp8ILZsZujLwmX/BJ6OaXoKHXMwth3d+y8iqv4mfg02UjDDyl9dZ+FtIBZeZVNtIkAmLoCuvuvG9/tmPTJrZf5sFgvFnmfv1xy5z7tfEm4zLrjVjH1nr1/t1WM2PBUFTw29qwUliVG6lyhqraG/OX1zJhtbqiQcmo0+r40cRFGTItE1ZbmcMPu+HFnIYV8i5h6vbJqTfFczfw6lD1lzCtundzl8WKxr+kM/bqUJcXeXrOfSYvixUNDmuSq0P1X3tikgeus+oJUoUZ9grMICxIEBYkCAsSg8OyenWoH5l/4ONPN5i8OlQO2w98ihOksId9LEgQFiQICxKEBQnCggRhQYKwIEFYkCAsSBAWJAgLEoQFCcKCBGFBgrAgQViQ+A8/ZCrJrioNKAAAAABJRU5ErkJggg=="" alt=""Mol""/>",null,3598
w10,Ephedra,16667682,1,1,"11  13  8
12  13  8
5  2  5
4  14  3
6  8  8
6  9  8
8  11  8
9  12  8",0,0,121,2,3,3,AAADceByIAAEAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgAQCAAADDzhmAYyAILAAgCAAiBCAAACAAAgAAAIiIAICIgKNiKAkRGEcAAk0AEYmAeQwKAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,1,32.3,2,1,16667682,"1
5
255",201.092042,13,0,(1R)-2-(methylamino)-1-phenyl-1-propanol;hydrochloride,"InChI=1S/C10H15NO.ClH/c1-8(11-2)10(12)9-6-4-3-5-7-9;/h3-8,10-12H,1-2H3;1H/t8?,10-;/m0./s1",BALXUFOVQVENIU-LQRGNCEWSA-N,(1R)-2-(methylamino)-1-phenylpropan-1-ol;hydrochloride,(1R)-2-(methylamino)-1-phenyl-propan-1-ol;hydrochloride,(1R)-2-(methylamino)-1-phenyl-propan-1-ol;hydrochloride,(1R)-2-(methylamino)-1-phenyl-propan-1-ol;hydrochloride,C10H16ClNO,201.69314,201.092042,,CC(C(C1=CC=CC=C1)O)NC.Cl,CC([C@@H](C1=CC=CC=C1)O)NC.Cl,0,,,"<img src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAMgAAADICAIAAAAiOjnJAAAEXUlEQVR4nO3dUXKbMABFUdTpjrr/JWRN9IMZ18WOYwNPEuKcyUedJg4JdyRsg1zmeZ7gaL9abwBjEhYRwiJCWEQIiwhhESEsIoRFhLCIEBYRwiJCWEQIiwhhESEsIoRFhLCIEBYRwiJCWEQIiwhhESEsIoRFhLCIEBYRwiJCWEQIiwhhESEsIoRFhLCIEBYRwiJCWO8qpZRSWm/FafxuvQEnsPRkFeCPCOsHpUhqC1PhK6VMotpGWK+oajNhESEsIoRFhLCIEBYRwiJi/LAeX4a5febFf7HT+GFNcmnhEmHNs7Zqu0RY1HeVF6GXQevxJRojWchVwpq+aWt1U2dHMRUSca2wHMVXc62wJmfC1FKcHknC5UYs6hAWERcKy2F7TRcKi5qERYSwiBAWEcIiQlhEXCoszzfUc6mwqEdYRAiLCGERISwidof140Wfpfz74DLCF1Osrl6wQt5lJKfCp9fEPBu3rEY8nvbHWEtV0baWlbTnebakdjVHTIUH7apl3x9yV/f3Od2tpL38w/LaFRwR1o6LPlfjx7FtfXdvt7y0ldN+Klw5ZKq6zX0vvsbMGJV8VPh4Tfv/N7/bqXvGko+mOTNjTvjphtXDwLd33ra2tn2XmTGh2V/zxznoow07ZNQxdB2o37Cm9/bx4TXI6xBtwnr/kPnF5kULkNdO7Q8sts2JdQ6JHHht1t0f7mln88NjyWqbbejapruw7t1HtjztNDXax/L6VNdh3ethVuphG86iu2fee6aq9wmLCGERISwihEWEsIgQFhHCIkJYRAiLCGERISwihEWEsIgQFhHCIkJYRAhrNOVrfdHA6jPlq9w+XnzXThd6F3umaSpfZf4zf3fzQEasC3nMKFTVJCxCTIUDOvyAaQNhDWg1wTXpzFRIhLAuZP4zPz71EPpZJ5gKb5e3u859v1VbuUeFXV8z/rQkeZ1Cv2G9XijBMgqd63H3vDkmGbp61ldYG1qRV586CmvnKtz9/CJMnYRlzePxNA7r0xp+HJnk1YnGy3F/lNT7Xy+v5potxx1KavNP4Vi1//SVBx5DVyv1wmo4l8mrvkphfTr3JbbKzFhTXy9CG1qG0UtYkhpM+7ASSZn1mmsZllFqYM3CMqiMrdmpyaoam3PeiRAWEcIiQlhECIsIYREhLCKERYSwiBAWEcIiQlhECIuIZmEtJ2MxqpanzZRS5DWqlmeQLqdkOY90SO3PeZfXkNqHtTg2L4E219ejwnmeb4vYcmousSfCoiBEWMaICAuvEWGpSCK6mCyOmrPMff3oZU/sHGkMVL3pJayFNxAYRl9hLbzlyQB6DGvhTZpOrevd423lzqvrsBbeCPOMThDWwtx3Ln2d3fCCqs7lNGFxLsIiQlhECIsIYREhLCKERYSwiBAWEcIiQlhECIsIYREhLCKERYSwiBAWEcIiQlhECIsIYREhLCKERYSwiBAWEcIiQlhECIsIYREhLCKERYSwiBAWEcIiQlhE/AUm+RsTYA6fuQAAAABJRU5ErkJggg=="" alt=""Mol""/>",null,16667682
w100,Zimeldine,5365247,0,0,"10  16  8
13  18  8
15  17  8
16  17  8
18  19  8
3  14  8
3  19  8
7  10  8
7  9  8
8  13  8
8  14  8
9  15  8",1,0,293,2,0,4,AAADceB7AAAAEAAAAAAAAAAAAAAAAAAAAAA8QAAAAAAAAAABwAAAHABAAAABrADBGgQ+gJMIEACgAjBnRACCgCAxAiQI2CA4ZLgIIOLAkZGEIAhggADIyhcQgMAOAgAAAAAAAAAEAAAAAAAAAAAAAAAAAA==,1,16.1,1,1,5365247,"1
5
255",316.057511,19,0,"(Z)-3-(4-bromophenyl)-N,N-dimethyl-3-(3-pyridinyl)-2-propen-1-amine","InChI=1S/C16H17BrN2/c1-19(2)11-9-16(14-4-3-10-18-12-14)13-5-7-15(17)8-6-13/h3-10,12H,11H2,1-2H3/b16-9-",OYPPVKRFBIWMSX-SXGWCWSVSA-N,"(Z)-3-(4-bromophenyl)-N,N-dimethyl-3-pyridin-3-ylprop-2-en-1-amine","(Z)-3-(4-bromophenyl)-N,N-dimethyl-3-(3-pyridyl)prop-2-en-1-amine","(Z)-3-(4-bromophenyl)-N,N-dimethyl-3-pyridin-3-yl-prop-2-en-1-amine",[(Z)-3-(4-bromophenyl)-3-(3-pyridyl)allyl]-dimethyl-amine,C16H17BrN2,317.22358,316.057511,,CN(C)CC=C(C1=CC=C(C=C1)Br)C2=CN=CC=C2,CN(C)C/C=C(/C1=CC=C(C=C1)Br)\C2=CN=CC=C2,0,,3.9,"<img src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAMgAAADICAIAAAAiOjnJAAAExElEQVR4nO3dXXLiRgCFUSmVTWTWlFlTZk/ZU7ahPMgDLoyhBbr9I53zRHnwIIvP3TJIzbwsywR7+6P1BnBMwiJCWEQIiwhhESEsIoRFhLCIEBYRwiJCWEQIiwhhESEsIoRFhLCIEBYRwiJCWEQIiwhhESEsIgYOa57n1pvAtwYOi54JiwhhESEsIoRFhLCIEBYRQ4dlAaZ+DR0W/RIWEcIiQlhECIuIgcOyKm/PBg6LngmLCGERISwihEWEsIgYL6x5nj5fReGKij6NF9Z5DH0Z0p+tN+AVyzLN85FfIF2TWpblcqP1Fm02ZFgHdlPSemPEvEYN63iD1oN6RsxrjGOswoONcY9J5nleluVxNOsdRjnw6n3EWnfj3R2+Dlp3vzLIb/U0bR+HRjnw6jes1xJZ7z9EXi/3McTMOHe4ZfM877LH5nnq8wecfs9979xh093q62uzEr+Fvf1ml29P4T17+wFXHYUV/eXrYe+/tg2D5tVFWNV2Squ9//7jDpdX+7DqHyVUfsQdH648r+ZPa/u/CpvvgoEM8ffgaowXSI/nndc5L6+U9vxiafsRi9d0PnoZscbW7fs8wjoCIxZnIaxDaj+ACYsIYREhLCKERYSwiBAWEcI6oB5eLhUWEcIiQlhjL5HQLWFN/Z/bNCLnY01T9+c2jciIdVXz3KbD5yusW53PjDfrzj34p7Y/ganwjj5nxiHWDbg4Y1iF62pc8nq5rb3WTytfc6Cf1Z3OGNa0ZUx6LYu91k/rbdQs1/7KxuZ2v8j48SAXeLjrGjufb7Qduk46Yn1WOOWV3G2vGbZ4qZn1P3x6xwaMWFfvzDv1p7mvA9LnrzRvzoh19c6RUM3105pHU8KIdV/5umfTHgfX5Wn2sOBHiTG2somn0ez7HJc83OM7dEVYT9x9OnPPceWHyxFWkcofFXGAT6YQ1gbjrthWnzeh+zVuVZOwCBEWEcIiQlhECIsIYREhLCKERYSwiBAWEcIiQlhECIsIYREhLCKERYSwiBAWEcIiQlhEuMS+yAGux6ps4AuM6jjMFaSVCetblS+xPxi75r7Ki4Icj7BuVVvG6NjskavKC68dm7A+lM99h1lpKEpYtRe3PYlT74Ldk3rnWw7mpGHVGX7OnNcZw+p2fdEj8ZbOHWceafYirFvnHGB25+yGq/XT5N6sqtvPo6vMiDVN5r4AYZn7IkyFBqoIYREhLCKERYSwiBAWEcIiQlhECIsIYREhLCKERYSwnOgSIayPpT7ktS+nzUzT7xMcnJW1I2Fd7ZKXLlfCumX02sVJT57MXaq647cP7aRhrVwJnXPqsFbWbkiwCz5YbWZfwrp6/4jKzrywL245otqFsO6zBumbhPUtqya/w655wjrvrxFWEZ9MsZWwNjD3lXPaDBHCIkJYRAiLCGERISwihEWEsDb45++/Wm/CMIRFhLCIEBYRwiJCWER4u54IIxYRwiJCWEQIiwhhESEsIqyP9civnz+ut//9r+GWDEdYT1x6+vXzh7bKmQq3WcewzyMZdxmxnrg0ZOjaRFhPfO1JVSVMhUQIiwhT4RNfj7Eo4bQZIkyFRAiLCGERISwihEWEsIgQFhHCIkJYRAiLCGERISwihEWEsIgQFhHCIuJ/02nhFU186rgAAAAASUVORK5CYII="" alt=""Mol""/>",null,5365247
w101,Ketorolac,3826,0,1,"10  11  8
14  15  8
14  16  8
15  17  8
16  18  8
17  19  8
18  19  8
4  8  8
4  9  8
5  20  3
8  10  8
9  11  8",0,0,376,3,1,3,AAADccByMAAAAAAAAAAAAAAAAAAAAWLAAAAwAAAAAAAWAAABwAAAHgAACAAADQzBngQwiJMMEgCoA6TyTACCgCAnAiAI2CG4ZNgIIPrAlbGEYQhmwAHIyYe8yeCeAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,4,59.3,1,1,3826,"1
5
255",255.089543,19,0,"5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid","InChI=1S/C15H13NO3/c17-14(10-4-2-1-3-5-10)13-7-6-12-11(15(18)19)8-9-16(12)13/h1-7,11H,8-9H2,(H,18,19)",OZWKMVRBQXNZKK-UHFFFAOYSA-N,"5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid","5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid","5-(phenylcarbonyl)-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid","5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid",C15H13NO3,255.26862,255.089543,,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,0,,1.9,"<img src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAMgAAADICAIAAAAiOjnJAAAF/UlEQVR4nO3d25ajNhRFUZGR//9l8uBuh0JchNCW9lGt+VS3LpOwSpLB4GVd1wS09s/oDcCcCAsShAUJwoIEYUGCsCBBWJAgLEgQFiQICxKEBQnCggRhQYKwIEFYkCAsSBAWJAgLEoQFCcKCBGFBgrAgQViQICxIEBYkCAsShAUJwoIEYUGCsCBBWJAgLEj8O+RRl2X5fMBt32Y1IKxlWb49fQtLRDaXpfPu3FaVf2v7KZ2F1jWsi6oOf3j7KZ3F0i+sR1Ud/vPvx0Tmr1NYL6vKf9vnAwqz1eNww3VVuymvxLquJGVOHtZtVdWJrOtaESX60Ialqwrmhh15f1oVg1MswrCuD1k1GauYDW2pwmpeFQ3FIjml02Gs+voEN3Ktts2dJeNf7cPqWdV4y/Ijpt2nv1jjqVCajt1smGe0rslqC8dpGdaogwt2waFhWByywlabsLpVxeAUxeBTOq0QnJs2YZ3t18lnwHypzrPCv4QvTRZVNf7A1dauLZOtMiAMq/O+1wZ3MRQR05Fma6yZVzlMcM+FvK7wLGJJ3FRVJWRY/VBVLcI6tVxXNeu830jLsHous9Sz4c3zAEayO3OOWMuyvMmLqt4bc++GJg73Pdfvm2h/4Gfg0csm1+8zXDUReMTauQ5i962zzniNRiuThPV0l1931uQhfrn2YXmdyyuz3dr8+v3PV2L9Fw03w4jVtuPPr/rmFe6PxESnsHRP0KSvoUgMVLU6hXU41xx+9xH1cEJV1SRhXS+z8q/XpcYk5cxijXWd2u2BUN1W0W41i7By17uT/e1Pda5Qd0KaqkKQ3x+rbV5UFUWP17zHvf8xy6xqPdZYhefpbrGPAxmweL/ojBPA0/DaW3UvOlCj6QpehxvOBjP2azheYe3QU1xzvua9rZmvxZUhLEgQFiQICxKEVYRl1lOEBQnCggRhlWI2fISwnmn+QqBwG1DI+si7lYF3hcgfzv/0JWHVOLroqP2OXpaUUtRL0NzDN1EyQnyHlZf/Rwt/j/mgZb1xJp6/GWxKVXk9/YfObflumYnqnbetJL/3Uf52dKmyRdM9yLPCSrdPzdb1IJ3CH54AYV05Gw8qxgnROxnaHl0jrFO2s8yOZ1uEdUzxBsS6t181bIuwnnk5jP2et/YlrAMNl1bduA1ahLWnv+fWr5gQCesHxdIqp+vWpy3CKvJ+aXX7lckQ1v8iLq1yJoMWYf3RrZ4OO92hLcJKqdfSqqfhbRHWlaBVOSCsSZZWubGDFmGNnzVExv5hENax6MPVcISV0tGgFb2q4X8YhPXHTBPi8KoSYW31akv7EA5VJcJSi3J9aXNcV/hDqxu7j7p7qslwlQgr96atsXfj9akqEdahp2053N3ZqqpEWG849GSLsI5dDFqGPbkNV4kroa/tdtj7d4lWRGlYVSKsW6Inia0K86wqMRXqXN9Dq3lhbkx7t9LnGWLFzdxsh6tEWIVud2HbgafktzlXlQirXL4jO9ww8qww86oSa6wKPVdFcZdi7uFbeX+4YY5tKMGrGx5Y13X4Hh2+AYUIK54Qr0kkLEgQFiQIKyT/2ZCwIEFYkCCsqMxnQ8KCBGFBgrACc54NCQsShBWb7aBFWJAgLEgQVniesyFhQYKwIEFYMzCcDQkrPLekPggrNtvrwAgrsG1VbrMh1xVOpcM1tKVb4jmQ4lb5Vf8ppe+wpt2m7aMTVkSVb1e2nSvznzn77rLsfzj/SoapMKDqN8Hb5bL9yq6VgnSusXiP5nyXP3uGuK6nVaUGb4lOWJBgKgyl1XBV8bgPEVYco6pK2Uq/oDOmwjjOn+sZPrUnrOBeP31L6Wip/vrXMhVG1qSqj11b7+9AbjiKokjDqgSYCsMyrioRFkQICxIs3i01XUcPQVh+Wp8PHoKp0IzgfPAQhAUJwoIEYUGCsCBBWGYE54OH4HCDn9bng4cgLEsxY9piKoQEYUGCsCBBWJAgLEgQFiQICxKEBQnCggRhQYKwIEFYkCAsSBAWJAgLEoQFCcKCBGFBgrAgQViQICxIEBYkCAsShAUJwoIEYUHiPwRFr2doem0bAAAAAElFTkSuQmCC"" alt=""Mol""/>",null,3826
w102,Heptabarbital,10518,0,0,,0,0,406,3,2,2,AAADceBzMAAAAAAAAAAAAAAAAAAAAAAAAAAsAAAABAAAAAAAAAAAHgAQAAAADgCBgAADAALAAACIAiFSEAAAAAAgAAAACAEAAAiAABoIwQAEAAAIhSIIAAMYiMCPAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,5,75.3,1,1,10518,"1
5
255",250.131742,18,0,"5-(1-cycloheptenyl)-5-ethyl-1,3-diazinane-2,4,6-trione","InChI=1S/C13H18N2O3/c1-2-13(9-7-5-3-4-6-8-9)10(16)14-12(18)15-11(13)17/h7H,2-6,8H2,1H3,(H2,14,15,16,17,18)",PAZQYDJGLKSCSI-UHFFFAOYSA-N,"5-(cyclohepten-1-yl)-5-ethyl-1,3-diazinane-2,4,6-trione","5-(cyclohepten-1-yl)-5-ethyl-hexahydropyrimidine-2,4,6-trione","5-(cyclohepten-1-yl)-5-ethyl-1,3-diazinane-2,4,6-trione",5-(cyclohepten-1-yl)-5-ethyl-barbituric acid,C13H18N2O3,250.29362,250.131742,,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,0,2,,"<img src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAMgAAADICAIAAAAiOjnJAAAFeklEQVR4nO3d23KbQBAAUUjl/3+ZPJBQBAnMZXtn2O3zlMQVC4n2sMISGqdpGqTSfkVvgNpkWEIYlhCGJYRhCWFYQhiWEIYlhGEJYVhCGJYQhiWEYQlhWEIYlhCGJYRhCWFYQhiWEIYlhGEJYVhCGJYQhiWEYQlhWEIYlhCGJYRhCWFYQhiWEIYlhGEJYVhCGJYQhiWEYQlhWEIYlhCGJYRhCWFYQhiWEIYlhGEJYVhCGJYQhiWEYQlhWEIYlhCGJYRhCWFYQhiWEIYlhGEJYVhPjeMYvQkZGdYj4zhO0xS9FRkZlhCGdZ/j6sDv6A3o23p91lajhnVTgXE1jv/FtPnry3kovKN8VcMwTNPQ0BNMwxLCsC5zzX6GYQlhWNc4rk4yrCCfS/W2nhV6uuGCwuNq01ZDVQ2GdR5yEGwrpjUPhUIY1imu2a9KFNb4T/SGVLF3N1u5+1nWWOuRsGkrfFQ4rm6ID2vOaL3nNnsxtjOruic4rDO77aAzd3lakWHdGwbr/0IPM8fVbWFhFdlne8PMGsIFhPW5qCplvfx//v0dV0/UPt0w761X7LBpmno59wGoGla1GZC/ib2NS73RV9QL641HlvyBplUjrPl8euWqbCIWHlaFRRUakIHew4YVe/gr1YRt3QCG5VK9Z0hYIYuqrxxaUcqHFXKmyh2fTeGwkgyqtfxDq8kfiUQv9HvoXUNr/vFb1gzLKxyz/VjeFv96rArmPVfkd96lRvImo6WzoZW2mgqr4I7nbuKgnpbyaiqsAxWa+9HJYlZ5vbiu1sLKObRuDKF/ec1/vraFGbQW1oGoofXkRuf/98a82nlWuKjw9PDkTZQ6UTxNf9+O/55nvS2GdaBgc8ffakmq4IBc8nqFNg+FgUt1+jndWw6IfU2sgRxaxJR6r2bDqnkiPiqpz/u3/MvBl+po81B4rGxzsafH0l6treWw9lZaZVOI/QXlvJxP2Fazh8KZy50oLU+sr8J/sVPc3tCKPTHRXVhN+trW5q+VO2v8ULjR3rhKq6+wGpbtpHxHYTU/rlLduY7Cas9nScu/HHypjl7Can5cZdNLWKqsi7CaH1eplu2zLsJSfe2H1fy4yqlwWO9616g45SfW+n294RxXUZBD4fyStyRtKQS4xgpvy3EViF28h7fVjXQPMv6sMGrJ5biKVeN0g0uuDtU7j1X5bTOOq1hVT5A6t/pR+8w7veSqeV3dbD8kqbYn4DXvy/WfSu3+9QNaM6lsR9vlgJBhw8LeTPHw8gr1Y1rfboY991WeawJGvkvnaltRMa1vPW1Saxnyin/2dHz/Y2Nab8bBrQfuwh9vOuyqO+Fhzdb3P0lMf52+nF7lvMZxOLv7Iq4ImCWsIeEnOl/ZH8sPRp28lrenXhhIdfNKFFYiF5Mavn/seaWH9lrKtfIyrA+nr95yYn0zDLVmxOW86JlqWDdc2ot580K3JMNGvMu951mV85qq3djeNhjWBY/rqHqRtNDLwxvWOW+8hv8saMu9PtZP3pvULOjDLToOa/1agL1HnDx0fX7v1dmp3S/dtPd9h3OPw3W9hrV5iPf2W63znJV8rerM43Bd+++E/uLrZRUjXswUfLU08nHoMizxej0UppHzmsfPGVa8hNc8fs5DoRBdhvW5RI3+2JCYVTz5OPR6KNw8pgnOf6Zoq+BHDPkrHRG6PBSKZ1hCGJYQhiWEYQlhWEIYlhCGJYRhCWFYQhiWEIYlhGEJYVhCGJYQhiWEYQlhWEIYlhCGJYRhCWFYQhiWEIYlhGEJYVhCGJYQhiWEYQlhWEIYlhCGJYRhCWFYQhiWEIYlhGEJYVhCGJYQhiWEYQlhWEIYlhCGJYRhCWFYQhiWEIYlhGEJYVhCGJYQfwD7Jd9+LgnPKwAAAABJRU5ErkJggg=="" alt=""Mol""/>",null,10518
